Timestamp, Position (X, Y, Z), Rotation (X, Y, Z, W)
0.5451306, 0, 3.442, 2.791116, 0, 0, 0, 1
0.5529339, 0, 3.442, 2.825654, 0, 0, 0, 1
0.5608421, 0, 3.442, 2.86467, 0, 0, 0, 1
0.5733447, 0, 3.442, 2.904211, 0, 0, 0, 1
0.5838582, 0, 3.442, 2.966724, 0, 0, 0, 1
0.5913031, 0, 3.442, 3.019292, 0, 0, 0, 1
0.602711, 0, 3.442, 3.056516, 0, 0, 0, 1
0.6131906, 0, 3.442, 3.113556, 0, 0, 0, 1
0.6350658, 0, 3.442, 3.165954, 0, 0, 0, 1
0.6490511, 0, 3.442, 3.27533, 0, 0, 0, 1
0.6578802, 0, 3.442, 3.345256, 0, 0, 0, 1
0.6653343, 0, 3.442, 3.389402, 0, 0, 0, 1
0.6726644, 0, 3.442, 3.426672, 0, 0, 0, 1
0.6797101, 0, 3.442, 3.463323, 0, 0, 0, 1
0.6870189, 0, 3.442, 3.498551, 0, 0, 0, 1
0.6956528, 0, 3.442, 3.535095, 0, 0, 0, 1
0.7081328, 0, 3.442, 3.578265, 0, 0, 0, 1
0.7157402, 0, 3.442, 3.640665, 0, 0, 0, 1
0.7235952, 0, 3.442, 3.678702, 0, 0, 0, 1
0.7304837, 0, 3.442, 3.717977, 0, 0, 0, 1
0.737213, 0, 3.442, 3.752419, 0, 0, 0, 1
0.7448017, 0, 3.442, 3.786066, 0, 0, 0, 1
0.7519453, 0, 3.442, 3.824009, 0, 0, 0, 1
0.7584119, 0, 3.442, 3.859727, 0, 0, 0, 1
0.7654762, 0, 3.442, 3.89206, 0, 0, 0, 1
0.7832579, 0, 3.442, 3.927382, 0, 0, 0, 1
0.7946909, 0, 3.442, 4.01629, 0, 0, 0, 1
0.8001199, 0, 3.442, 4.073455, 0, 0, 0, 1
0.8079928, 0, 3.442, 4.1006, 0, 0, 0, 1
0.8144737, 0, 3.442, 4.139965, 0, 0, 0, 1
0.8209043, 0, 3.442, 4.172369, 0, 0, 0, 1
0.8273216, 0, 3.442, 4.204522, 0, 0, 0, 1
0.835263, 0, 3.442, 4.236609, 0, 0, 0, 1
0.8419323, 0, 3.442, 4.276316, 0, 0, 0, 1
0.8487309, 0, 3.442, 4.309662, 0, 0, 0, 1
0.855099, 0, 3.442, 4.343655, 0, 0, 0, 1
0.8614065, 0, 3.442, 4.375495, 0, 0, 0, 1
0.8697798, 0, 3.442, 4.407033, 0, 0, 0, 1
0.8774624, 0, 3.442, 4.448899, 0, 0, 0, 1
0.885047, 0, 3.442, 4.487312, 0, 0, 0, 1
0.8926446, 0, 3.442, 4.525235, 0, 0, 0, 1
0.9004504, 0, 3.442, 4.563223, 0, 0, 0, 1
0.9068693, 0, 3.442, 4.602252, 0, 0, 0, 1
0.9132631, 0, 3.442, 4.634347, 0, 0, 0, 1
0.9203032, 0, 3.442, 4.666316, 0, 0, 0, 1
0.9521784, 0, 3.442, 4.701517, 0, 0, 0, 1
0.9661665, 0, 3.442, 4.860893, 0, 0, 0, 1
0.982865, 0, 3.442, 4.930833, 0, 0, 0, 1
0.9896041, 0, 3.442, 5.014326, 0, 0, 0, 1
0.9963612, 0, 3.442, 5.048021, 0, 0, 0, 1
1.002286, 0, 3.442, 5.081807, 0, 0, 0, 1
